projectName,startDate,CID,PID,finishDate
PrintingForLess.com,16/03/1995,19334180,250211156,09/07/2027
Heartlab,24/10/1987,805681073,617701920,30/03/2027
Staff Force,29/04/1986,25099098,97771154,06/12/2023
Homebuilders Financial Network,22/04/2009,326022521,296392332,15/09/2029
Ford Motor Co.,05/06/1985,882315680,401799586,09/10/2024
Microsoft Corp.,30/04/2012,697962446,966454996,31/05/2022
CookTek,08/11/1990,78423780,327347196,28/05/2023
Northwoods Software Development,08/01/1998,504359661,616070170,19/07/2020
Floorgraphics,06/02/2012,774406725,583694013,26/02/2030
IntegraMed America,10/06/2009,710455726,132745983,24/12/2026
Microsoft Corp.,04/11/2019,619081531,501525997,22/04/2020
InfoPros,08/03/2008,890717988,972888092,10/06/2030
Scott Pipitone Design,05/01/2004,243387631,307622729,26/06/2028
Vesta,11/11/2013,366159313,125674943,06/01/2026
Visionary Systems,24/09/2005,511168329,855050561,16/03/2027
Philip Morris Cos.,02/10/1990,658754367,59125546,04/07/2025
E Commerce Group Products,21/10/1988,66226019,898809292,18/03/2026
GDA Technologies,04/10/2004,726375807,327546199,17/02/2030
Kingston,28/06/1980,396517702,23294794,23/10/2029
Invision.com,14/05/2004,672118894,668930577,07/03/2025
Federated Department Stores,07/05/1990,680683062,729849018,14/12/2026
Diamond Group,11/04/1990,977480352,25620964,11/06/2025
Hospital Solutions,06/06/1982,336059177,108444005,12/10/2020
MicroTek,16/09/2014,568481626,454029220,30/07/2025
Pacific Data Designs,23/03/1994,126947255,133590367,06/12/2020
Bashen Consulting,06/03/2016,565961635,897039576,22/08/2030
McKee Wallwork Henderson,03/02/2018,809732526,960326012,02/11/2029
Data Warehouse,16/12/2005,156042290,858125274,16/03/2022
ComGlobal Systems,20/09/2018,426792772,52974944,15/05/2020
Ositis Software,18/03/1992,861279232,211779810,10/05/2023
Network Hardware Resale,08/10/2012,460431345,267304362,09/01/2024
J.C. Penney Corp.,28/12/1989,42694360,853437224,25/02/2024
Learning Voyage,25/10/1991,727842743,640064053,04/10/2029
Progressive Medical,20/06/1998,703808495,462059901,08/01/2026
Integrity Staffing Solutions,09/01/1999,954503968,183967477,21/08/2028
ProSys Information Systems,04/01/2019,909445025,134079654,14/09/2029
Network Display,25/03/1988,752403544,494159444,07/07/2021
Knightsbridge Solutions,17/12/1994,15300172,189726594,18/11/2028
Commercial Energy of Montana,31/07/2011,275837915,741100114,08/06/2028
Partnership in Building,29/09/1983,328694213,269223061,29/08/2022
Virtual Meeting Strategies,27/12/2010,87591328,180665636,18/12/2025
Sunstream,15/11/2003,359531079,808870802,05/11/2024
Conquest Systems,23/03/2014,467165631,917332141,23/04/2030
Dankoff Solar Products,12/03/1994,73321412,120417325,27/12/2024
Contract Counsel,19/11/2019,44368459,477188110,07/06/2021
Colgate-Palmolive Co.,27/02/2014,782618970,987925842,11/03/2028
MRE Consulting,22/05/1995,630637684,416172121,10/01/2025
Prosum,31/07/2019,645736789,875959214,09/03/2030
Capitol Bancorp,11/02/2012,551973366,592961756,11/06/2021
Neogen,19/05/1981,952994774,986270470,03/03/2023
Joe Lombardo Plumbing + Heating of Rockland,04/08/1981,244443456,888696741,10/06/2023
Unger Technologies,08/07/1986,477404681,325705416,08/06/2024
Imaging Business Machines,24/07/1988,645408393,600782504,06/02/2026
Synhrgy HR Technologies,08/02/2013,465354217,282097062,05/02/2025
Bradley Pharmaceuticals,09/06/2015,538747869,774086435,23/07/2021
Noodles & Co.,23/03/1980,503984226,522185691,03/10/2025
V-Span,28/12/2001,426678759,347648576,09/10/2023
Pragmatech Software,01/09/2006,100331701,117512855,28/11/2020
Saks Inc.,29/03/2000,606718741,232924497,03/06/2030
Larkin Enterprises,24/04/1999,410089929,710133575,07/08/2027
Hilton Hotels Corp.,31/10/1995,943075629,350823201,12/05/2030
Portage Environmental,19/03/1996,850372538,52541887,05/07/2021
Trinity HomeCare,23/06/2015,1176226,39272940,29/04/2025
Mitsubishi Motors Corp.,25/11/1996,177493176,21280894,12/02/2020
Speakeasy,13/10/2009,166587743,854884438,04/01/2023
Meritage Technologies,16/05/1984,211346699,327344240,01/10/2027
Capella Education,26/09/1998,599296850,790055967,21/03/2024
Pragmatech Software,25/10/2002,327624970,650562855,06/12/2023
Horizon Organic,30/10/2008,330605526,353867185,09/02/2026
Advanced Technologies Group,21/01/2010,361908881,493016893,24/01/2021
Kellogg Co.,24/05/1991,339003135,430121951,15/10/2023
Hencie,30/03/2015,895765285,346382766,07/12/2022
PrivateBancorp,31/08/1996,244512756,437945349,30/01/2029
Momentum Marketing Services,20/03/1987,5590916,77607930,05/03/2021
Advanced Internet Technologies,12/05/1985,239555622,78925610,11/10/2023
Nissan Motor Co.,12/09/1985,876990352,990747210,06/08/2030
Print-Tech,25/01/2011,248338903,350751465,28/12/2029
GRT,23/07/1996,520014820,655798691,01/10/2021
Laboratory Management Systems,20/09/2015,453801348,499473790,05/06/2028
ConAgra,27/02/2000,794394670,129574375,11/04/2022
Portage Environmental,10/06/1997,965182758,278502912,15/03/2024
Albertson’s,26/01/2005,876304329,241062010,08/10/2025
ACS International Resources,16/10/2006,573016505,853032949,01/11/2024
Think Tank Systems,07/02/1992,280463576,673365080,06/03/2029
Viacom,15/04/2015,44449658,845284837,27/07/2024
Simply Certificates,28/04/2013,892557418,966928807,04/02/2022
WestNet Learning Technologies,11/09/1994,934676818,592948603,26/04/2028
Palm Beach Tan,26/09/2003,697290878,941593267,12/09/2021
Capital Corp.,31/05/1987,207231896,748938177,23/11/2022
Dillard’s,04/06/1992,497200856,513499126,06/01/2027
Networking Technologies and Support,16/10/2014,692027432,720639307,03/02/2023
News Corp.,25/02/1992,812910263,392066318,30/10/2022
Staff One,26/04/2019,490265556,288191471,16/12/2021
Oakleaf Waste Management,26/08/1987,243144538,206733925,24/07/2026
CIW Services,25/11/1991,816105963,591541005,29/12/2020
Bristol-Myers Squibb Co.,08/10/1997,554753323,233163179,16/06/2027
Employer Services,21/06/1999,17924024,339983541,07/12/2022
Creditors Interchange,07/04/1997,668288042,223906447,02/02/2025
Aristotle,09/09/1989,944620295,274549795,17/11/2028
Synovis Life Technologies,17/07/2013,149449714,397044830,30/09/2025
Priority Leasing,08/08/1997,769664847,97369043,09/06/2027
Pioneer Data Systems,09/03/1988,912144720,890443654,26/07/2029
Carteret Mortgage,20/02/1995,370120624,311492450,09/07/2028
Integrated Decisions and Systems,14/01/1997,655221948,106008416,11/07/2023
Staff One,10/10/1992,555043951,818835416,02/06/2027
PrivateBancorp,30/05/1980,860519330,490931369,05/06/2028
Capella Education,26/08/1998,319783312,107161220,28/03/2026
Infinity Software Development,10/04/2001,362416145,710090976,09/01/2020
SYS-CON Media,11/12/1981,629497512,626710305,08/09/2029
"U.S. dairy producers, processors",22/08/1985,440770603,700916440,10/09/2020
Digital Motorworks,12/05/2005,42231876,373873690,24/09/2020
Staff Force,26/02/1983,42537211,254197058,13/05/2029
EPAM Systems,07/02/1989,164734485,429273144,05/01/2024
Nissan Motor Co.,01/11/2003,14375365,339407129,07/07/2027
Process Plus,06/04/2012,511084266,54079525,05/11/2028
ELMCO,12/07/1986,917781474,361372794,29/11/2021
USA Instruments,02/03/1994,87199349,210588772,04/11/2022
Baesch Computer Consulting,11/05/2006,398499768,350091769,20/06/2030
Montpelier Plastics,17/02/1989,444029587,861189292,25/10/2025
Eze Castle Software,19/05/1998,214609581,919604027,02/12/2022
Maverick Construction,19/03/1980,850831967,631703633,14/08/2028
Diamond Technologies,02/07/2010,695466206,969388576,12/02/2029
StoneTech Professional,03/06/1995,423344603,999293606,18/09/2026
Texas Residential Mortgage,24/12/1999,39609087,335139044,03/10/2027
Volkswagen,29/11/1981,432122386,273977421,25/04/2027
Safeway,01/10/2008,785982755,368987767,26/02/2030
Travizon,12/10/1998,493822756,118391680,11/03/2029
American Service Systems,27/01/2018,766711348,594357587,26/10/2027
DaimlerChrysler,08/03/2007,530182422,666476890,11/10/2023
Quantum Loyalty Systems,09/10/2014,932212098,631680873,28/06/2027
Saks Inc.,17/12/1982,338339882,877119214,19/10/2030
Great Lakes Media Technology,29/11/2010,602713807,649909908,11/12/2021
Entelligence,04/09/1998,139263654,108831414,05/11/2026
Synhrgy HR Technologies,11/06/2016,602260963,273171983,12/05/2022
Vertex Solutions,28/04/1988,395990544,246390092,24/11/2030
GTS Refreshment Services,19/04/2018,752447838,31876445,04/09/2027
Vitacost.com,12/07/1997,210162087,877866178,19/08/2028
Comm-Works,19/04/1981,131205516,271734555,21/11/2027
North American Theatrix,12/02/1998,464805934,441401177,25/01/2028
Urstadt Biddle Properties,07/03/1984,361192812,87661096,13/03/2023
Scooter Store,22/03/2017,286691451,297831334,19/09/2023
Manhattan Associates,08/08/1997,934648076,601851598,10/04/2025
Capital Crossing Bank,27/06/1995,269024374,941531217,27/08/2025
Tilia,08/10/1996,483367719,86145867,20/01/2025
Mars Inc.,05/02/2019,359902944,792939540,28/10/2022
Pan-Pacific Retail Properties,20/05/1991,689242852,90670000,24/11/2022
DaimlerChrysler,10/01/1996,964576962,33100565,08/02/2024
Clorox Co.,27/03/1988,42384804,692236333,03/04/2021
InsurMark,14/06/1980,468374909,20648257,12/06/2025
Tilia,16/06/1993,618785678,322267262,18/09/2020
Hershey Foods Corp.,21/03/1982,504998270,816088842,05/04/2022
Estee Lauder Cos.,13/02/1993,993603418,860601906,17/05/2028
Main Street Banks,13/09/1996,332817143,395678803,01/01/2024
Invision.com,14/02/1981,743631848,539635014,01/01/2028
Berkshire Hathaway,13/11/2016,907686549,513407100,14/09/2026
TMA Resources,20/08/2006,807530924,936262282,18/12/2026
Sara Lee Corp.,12/09/1982,376416476,932467806,24/09/2026
Extreme Pizza,12/02/1994,155154221,175549087,05/04/2022
Alternative Business Systems,26/01/1996,627016820,118377550,04/06/2026
Bowman Consulting Group,10/10/2007,713378245,548405914,28/09/2020
Parksite,02/02/1994,862441155,845098308,01/11/2027
Signal Perfection,10/01/2006,816763805,863607029,07/12/2021
Investors Title,07/08/2003,795581480,362287775,31/03/2020
ConAgra,02/06/1990,724012387,92792995,30/05/2025
SupplyCore.com,17/03/1990,143211804,556824528,25/05/2021
Hewlett-Packard Co.,14/09/1997,226937700,724304008,20/12/2024
Third Millennium Telecommunications,16/11/2016,97531542,196017302,13/12/2021
Atlantic.Net,25/02/1986,930548037,202807982,20/04/2022
Berkshire Hathaway,09/02/2006,479483509,843448049,24/07/2020
Caliber Collision Centers,28/03/2011,255764210,170591980,17/12/2020
Ford Motor Co.,16/07/1996,817563653,161975458,08/02/2026
QSS Group,16/02/1981,567429598,892132750,03/03/2025
SCI,25/08/2001,226936063,939372566,25/09/2022
Connected,21/08/1999,759769349,353365463,03/02/2022
Alternative Technology,15/04/1983,10039728,338160067,31/10/2029
Honda Motor Co.,18/03/1985,751292646,124759092,24/08/2026
Ositis Software,22/09/2019,192962569,771630836,18/08/2030
Investors Title,22/12/2013,450260102,562287967,24/08/2027
Valley Oak Systems,02/02/1987,666619211,906240662,04/05/2022
ConAgra,22/02/2003,121425700,997151998,15/02/2025
PrivateBancorp,14/02/1995,425741284,656277316,14/11/2030
MasterCard International,08/05/1999,218171954,325131945,03/12/2023
S.C. Johnson & Son,13/12/1986,641593932,145613399,02/06/2022
Sunstream,14/03/2017,188868328,969666205,01/05/2026
Strategic Products and Services,25/09/2014,607603242,231985979,04/08/2026
Vivendi Universal,07/05/1982,188611238,162128435,13/04/2021
Colgate-Palmolive Co.,13/10/2007,832551647,595718605,07/10/2026
Urstadt Biddle Properties,10/08/2001,67499752,987622250,17/05/2024
All Star Consulting,09/06/2008,801065425,785916498,29/07/2024
Herbeau Creations of America,18/07/2001,873316495,44101977,29/09/2022
Conquest,01/12/2014,964457838,847243152,10/12/2022
Sweet Productions,26/12/1995,962214058,349376158,27/06/2030
Atlantic.Net,14/11/2007,274215428,891574076,06/04/2023
Heritage Microfilm,28/08/2015,445767796,979683658,13/04/2028
S.C. Johnson & Son,17/01/2007,530038424,679507636,07/04/2030
Service Source,11/04/2004,491574221,873134105,09/04/2024
Digital Visual Display Technologies,26/03/1988,219144457,731767453,25/03/2030
Mattel,15/08/2000,898754024,984048940,04/05/2024
Telepoint Communications,13/09/2008,847967408,603727172,02/08/2029
RS Information Systems,08/05/2019,739375549,912714638,21/01/2027
Turner Professional Services,29/08/1992,641668041,811209918,12/09/2029
Procurement Centre,24/04/2006,490218579,750447190,13/02/2029
Elite Computers & Software,02/12/2005,412647655,230583247,24/08/2020
SALT Group,08/04/1994,772964457,201292335,19/01/2020
V-Span,19/02/1983,821973793,330969752,31/01/2025
EPAM Systems,31/01/1998,463463950,474541518,05/03/2023
Portosan,16/06/2015,859140525,587127977,25/10/2029
Computer Source,14/05/2019,82065711,179540554,05/05/2029
Hi-Tech Pharmacal,23/02/2004,935364848,62139612,21/06/2030
Eastman Kodak Co.,30/08/1989,964824215,777536910,30/10/2028
Ivory Systems,12/01/1985,491566678,935671742,18/06/2023
Coca-Cola Co.,25/04/1996,192787520,727021963,26/10/2023
Sammy's Woodfired Pizza,04/06/2014,946153206,275533014,23/12/2024
EFC Bancorp,12/01/2007,179444925,281212591,03/10/2023
Cendant Corp.,27/11/2006,260013510,845131196,21/12/2028
Gorman Richardson Architects,02/06/2006,327828110,79164213,21/10/2026
MidAmerica Auto Glass,11/08/1988,103233215,742373336,08/05/2024
MoneyLine Lending Services,09/05/2012,23278531,489635094,20/03/2030
New Media Communications,07/06/1985,652420255,877854655,19/08/2022
Capital Automotive,08/05/1997,271202366,471893035,09/07/2028
Investment Scorecard,28/05/1987,389225483,599774096,01/06/2030
Federated Department Stores,09/03/2014,85671045,278671483,06/10/2024
LogistiCare,08/05/2010,878653786,591299830,02/10/2026
MRE Consulting,10/08/1980,336163698,481800877,23/06/2024
J.C. Malone Associates,26/05/2016,581902791,924068536,05/02/2027
Pfizer,22/10/1996,181448086,587737426,30/09/2022
TechRX,25/09/1981,130194586,496737561,15/12/2026
ProSys Information Systems,12/12/2004,309320102,21667846,11/02/2024
Priority Leasing,19/08/2019,642211500,434890854,01/03/2025
Democracy Data & Communications,12/08/1993,555193156,907960631,19/06/2021
S.C. Johnson & Son,17/11/1998,8302581,373643229,24/03/2021
Total Entertainment,02/10/1986,728251189,194165629,26/10/2026
Unica,07/09/2012,174977371,286992200,14/03/2025
StoneTech Professional,08/07/1995,295857548,531605647,07/08/2029
American Land Lease,11/09/2019,887708799,36208429,19/08/2025
Cynergy Data,01/03/1990,326963763,861549283,12/11/2029
Neogen,21/05/1981,642727916,704108423,30/11/2027
E Commerce Group Products,12/03/1994,920987823,457410910,16/04/2027
Heartlab,12/11/2006,933629032,622680990,14/01/2026
Escalade,04/12/1992,845956143,30305506,12/01/2029
Nestle,02/07/1983,710693434,76917337,10/06/2023
"Mathis, Earnest & Vandeventer",15/02/2004,789242864,752710888,22/03/2027
CREDO Petroleum,10/08/2006,105016469,391117620,24/03/2022
Unger Technologies,16/01/1986,591446729,632846032,04/08/2024
Viacom,24/03/2002,155747910,158481437,24/03/2024
North American Theatrix,31/07/1999,900352363,647315520,21/10/2023
SEI/Aaron's,30/01/2018,381412590,144356261,12/05/2026
PowerLight,14/08/1985,256635338,158708728,27/11/2020
Kia Motors Corp.,31/01/1999,168849129,288220428,21/07/2029
Restaurant Partners,12/09/2016,760216477,900061514,22/02/2024
Career Control Group,06/07/2009,336744908,307334501,18/02/2028
Canterbury Park,07/11/1993,449676830,437131611,25/06/2027
United Asset Coverage,24/05/1981,131698607,615667632,30/06/2023
Diamond Technologies,06/04/2004,16119099,440658687,27/08/2028
Novartis,07/01/1992,914391221,194870662,28/02/2022
Larkin Enterprises,31/05/1982,761814052,667607732,16/10/2021
SSCI,29/11/1992,652216179,105828483,02/06/2027
Arrow Financial Services,24/02/2018,189782587,260750554,04/06/2024
Kroger Co.,23/11/2010,953552127,531834985,15/12/2030
Kimberly-Clark Corp.,03/10/2001,986681709,18028558,21/04/2028
Wyeth,18/02/2011,583614890,200673047,17/02/2025
Larkin Enterprises,08/09/1992,65577078,577689171,02/05/2026
Web Group,31/12/1999,417244122,350635608,24/10/2023
Yash Technologies,20/01/2019,291016806,547836865,03/07/2028
Kingston,21/04/1988,830527985,968889390,07/10/2030
Alliance of Professionals & Consultants,26/04/1980,500902122,706686200,13/09/2025
Balchem,13/12/2001,724715565,998310132,23/10/2021
North Coast Energy,06/10/1986,384699316,480639241,08/12/2026
Cardinal Cartridge,24/04/2010,935292841,747137860,28/09/2024
U.S Physical Therapy,01/07/1994,300932745,696240044,03/10/2027
Cima Consulting Group,22/05/2018,299404951,795358339,23/03/2020
Cambridge Home Health Care,02/12/1987,684890037,252376364,14/12/2029
Laboratory Management Systems,14/03/1989,702715373,265952862,31/12/2029
Palm Beach Tan,14/09/1987,503060017,346064957,06/09/2020
Gorman Richardson Architects,18/10/1983,450900871,541579777,30/04/2021
TechRX,11/03/1994,43334385,747606260,27/01/2021
Digital Visual Display Technologies,16/06/1986,465428038,524136448,07/01/2027
Appriss,17/04/2016,971221360,251658575,10/04/2022
Bradley Pharmaceuticals,24/12/1986,881260763,775412687,11/05/2025
Trainersoft,08/12/2011,203350067,452645914,16/02/2022
Berkshire Hathaway,27/07/2016,433880765,371798912,24/09/2020
Honda Motor Co.,07/09/2003,864440043,611732897,19/09/2030
Aristotle,16/02/2019,342356510,666364130,19/10/2024
Vertex Solutions,27/05/1993,358847685,983818875,26/03/2026
