projectName,startDate,CID,PID
dinner,11/11/2008,140691717,101239285
ability,12/11/2008,370440483,929420579
art,13/11/2008,46990634,142332126
ad,14/11/2008,16774262,972721608
depth,15/11/2008,324249056,660800466
strategy,16/11/2008,963551477,561850945
accident,17/11/2008,676978173,623356439
society,18/11/2008,215430511,415012956
people,19/11/2008,718141373,199274806
tooth,20/11/2008,901649005,177266665
basis,21/11/2008,735704411,279074769
pizza,22/11/2008,592522623,468222419
person,23/11/2008,2230684,243666283
statement,24/11/2008,708142454,621514593
chemistry,25/11/2008,515509270,782662112
child,26/11/2008,551147260,823627987
death,27/11/2008,96515205,849954534
history,28/11/2008,971527654,65977622
airport,29/11/2008,20251323,541529940
homework,30/11/2008,284545031,741901572
soup,01/12/2008,206701288,432632563
language,02/12/2008,344594417,780037450
country,03/12/2008,623523821,693944466
client,04/12/2008,179034020,383642303
internet,05/12/2008,118166746,422291800
volume,06/12/2008,263870401,563036953
user,07/12/2008,307652215,917811135
attention,08/12/2008,397884849,186950670
procedure,09/12/2008,927627731,594354875
funeral,10/12/2008,713402654,793720017
injury,11/12/2008,129198085,53710619
judgment,12/12/2008,998586926,572827509
oven,13/12/2008,238361635,107068183
story,14/12/2008,331196517,877522983
republic,15/12/2008,823113981,284001649
emotion,16/12/2008,503267361,684791441
theory,17/12/2008,318616057,118497787
area,18/12/2008,145155939,297254119
drama,19/12/2008,716959073,801248414
scene,20/12/2008,595337786,990179069
cigarette,21/12/2008,906327556,99893598
device,22/12/2008,879250622,159385574
activity,23/12/2008,328745009,842963002
freedom,24/12/2008,942760514,672394175
hospital,25/12/2008,68829037,914016371
presence,26/12/2008,790491367,718366117
orange,27/12/2008,917489689,747262491
anxiety,28/12/2008,329358209,762057117
lake,29/12/2008,1484838,98055727
alcohol,30/12/2008,831136869,487878174
church,31/12/2008,414887697,923722499
hair,01/01/2009,135092364,268761354
fact,02/01/2009,199291546,923755179
newspaper,03/01/2009,665851092,420548739
actor,04/01/2009,534366762,871904936
attention,05/01/2009,328387155,980046202
goal,06/01/2009,889617250,474846018
truth,07/01/2009,922388519,436533181
leader,08/01/2009,261771346,186903495
event,09/01/2009,721475304,987195437
growth,10/01/2009,669424353,359467824
location,11/01/2009,108634512,480437381
driver,12/01/2009,733874802,145645882
bedroom,13/01/2009,367589971,678299647
hall,14/01/2009,657022520,985907583
reality,15/01/2009,521082400,533950061
attitude,16/01/2009,470579967,237649514
affair,17/01/2009,803212276,137975781
pie,18/01/2009,83019693,473062438
solution,19/01/2009,398973892,654974250
database,20/01/2009,268529900,583436698
message,21/01/2009,100158818,448327286
menu,22/01/2009,821692,986349191
airport,23/01/2009,360117917,136798201
throat,24/01/2009,595206199,719216897
fishing,25/01/2009,52133025,327264422
passenger,26/01/2009,704395850,308148511
guest,27/01/2009,83485251,276520298
promotion,28/01/2009,375775730,416786558
idea,29/01/2009,376959345,814851971
owner,30/01/2009,417006924,610623392
recipe,31/01/2009,482642071,14304577
economics,01/02/2009,176272329,213837752
guest,02/02/2009,805621422,577325620
courage,03/02/2009,915270313,481128998
driver,04/02/2009,841549068,631785238
device,05/02/2009,747973374,32585810
aspect,06/02/2009,586347978,43080260
inspector,07/02/2009,667817903,683801542
trainer,08/02/2009,475079556,660287621
strategy,09/02/2009,2958778,270102348
agency,10/02/2009,444602742,906931287
dealer,11/02/2009,251777025,289598925
love,12/02/2009,82367719,231841309
length,13/02/2009,791874258,195598693
article,14/02/2009,840182659,315781934
writer,15/02/2009,23364993,169354502
apple,16/02/2009,902289636,592332529
employer,17/02/2009,251486233,225228599
emphasis,18/02/2009,784156017,303373861
storage,19/02/2009,140691717,344079364
message,20/02/2009,370440483,638931477
reception,21/02/2009,46990634,823273174
chemistry,22/02/2009,16774262,279382736
fortune,23/02/2009,324249056,903734297
tongue,24/02/2009,963551477,743931691
arrival,25/02/2009,676978173,489314615
historian,26/02/2009,215430511,859427186
queen,27/02/2009,718141373,934750587
editor,28/02/2009,901649005,878286280
church,01/03/2009,735704411,928145068
height,02/03/2009,592522623,190366684
passenger,03/03/2009,2230684,595594101
night,04/03/2009,708142454,393277968
way,05/03/2009,515509270,537002452
basis,06/03/2009,551147260,460935639
system,07/03/2009,96515205,928798409
inflation,08/03/2009,971527654,140781763
road,09/03/2009,20251323,835779816
marketing,10/03/2009,284545031,234353227
chocolate,11/03/2009,206701288,622617624
photo,12/03/2009,344594417,953743793
artisan,13/03/2009,623523821,421518412
lab,14/03/2009,179034020,229925668
clothes,15/03/2009,118166746,314993616
ambition,16/03/2009,263870401,880333908
wood,17/03/2009,307652215,126113587
thought,18/03/2009,397884849,980681723
bonus,19/03/2009,927627731,877099234
awareness,20/03/2009,713402654,35931556
signature,21/03/2009,129198085,136778339
menu,22/03/2009,998586926,621290426
classroom,23/03/2009,238361635,812369937
family,24/03/2009,331196517,24190565
reception,25/03/2009,823113981,595497553
judgment,26/03/2009,503267361,328270610
town,27/03/2009,318616057,733609571
child,28/03/2009,145155939,827188030
session,29/03/2009,716959073,787728158
steak,30/03/2009,595337786,707271052
shirt,31/03/2009,906327556,156666704
video,01/04/2009,879250622,90727746
extent,02/04/2009,328745009,547269777
recipe,03/04/2009,942760514,411286598
dinner,04/04/2009,68829037,624801253
tea,05/04/2009,790491367,874876380
contract,06/04/2009,917489689,344203709
student,07/04/2009,329358209,479406834
heart,08/04/2009,1484838,550127023
potato,09/04/2009,831136869,737205519
topic,10/04/2009,414887697,393131226
math,11/04/2009,135092364,824551499
poetry,12/04/2009,199291546,577358704
studio,13/04/2009,665851092,357557173
internet,14/04/2009,534366762,10907011
guitar,15/04/2009,328387155,143037450
dealer,16/04/2009,889617250,484931398
storage,17/04/2009,922388519,780911894
media,18/04/2009,261771346,492702938
language,19/04/2009,721475304,386038084
ad,20/04/2009,669424353,337275637
mixture,21/04/2009,108634512,589063968
reading,22/04/2009,733874802,438855438
engine,23/04/2009,367589971,374390545
newspaper,24/04/2009,657022520,850833598
bread,25/04/2009,521082400,795048752
breath,26/04/2009,470579967,743808999
dirt,27/04/2009,803212276,623552229
flight,28/04/2009,83019693,538602170
lake,29/04/2009,398973892,131435230
virus,30/04/2009,268529900,705428473
passenger,01/05/2009,100158818,995493516
speech,02/05/2009,821692,415400045
person,03/05/2009,360117917,420583465
sir,04/05/2009,595206199,228951043
artisan,05/05/2009,52133025,607954550
historian,06/05/2009,704395850,14161451
cheek,07/05/2009,83485251,308093546
basket,08/05/2009,375775730,692398314
user,09/05/2009,376959345,652273914
manager,10/05/2009,417006924,785550950
movie,11/05/2009,482642071,956678360
tea,12/05/2009,176272329,803028019
blood,13/05/2009,805621422,900584283
variation,14/05/2009,915270313,792092648
priority,15/05/2009,841549068,558639351
poem,16/05/2009,747973374,223544986
chocolate,17/05/2009,586347978,505618793
republic,18/05/2009,667817903,655138857
election,19/05/2009,475079556,906137931
emphasis,20/05/2009,2958778,565030537
writer,21/05/2009,444602742,449123186
fishing,22/05/2009,251777025,809541032
grocery,23/05/2009,82367719,774642763
employer,24/05/2009,791874258,337852669
driver,25/05/2009,840182659,764724435
guidance,26/05/2009,23364993,192872001
finding,27/05/2009,902289636,492526843
lake,28/05/2009,251486233,675756125
mall,29/05/2009,784156017,728161933
dinner,30/05/2009,140691717,580109857
ability,31/05/2009,370440483,221914894
art,01/06/2009,46990634,395926471
ad,02/06/2009,16774262,574992960
depth,03/06/2009,324249056,13778753
strategy,04/06/2009,963551477,738585557
accident,05/06/2009,676978173,427860201
society,06/06/2009,215430511,632068246
people,07/06/2009,718141373,467273862
tooth,08/06/2009,901649005,445136102
basis,09/06/2009,735704411,370788205
pizza,10/06/2009,592522623,934755104
person,11/06/2009,2230684,677464578
statement,12/06/2009,708142454,637524815
chemistry,13/06/2009,515509270,797944808
child,14/06/2009,551147260,761086427
death,15/06/2009,96515205,974122624
history,16/06/2009,971527654,813989387
airport,17/06/2009,20251323,82741420
homework,18/06/2009,284545031,539034794
soup,19/06/2009,206701288,810762661
language,20/06/2009,344594417,275892163
country,21/06/2009,623523821,697576373
client,22/06/2009,179034020,706585110
internet,23/06/2009,118166746,322336467
volume,24/06/2009,263870401,686108773
user,25/06/2009,307652215,32308400
attention,26/06/2009,397884849,447011818
procedure,27/06/2009,927627731,784473157
funeral,28/06/2009,713402654,685664967
injury,29/06/2009,129198085,177594986
judgment,30/06/2009,998586926,690465097
oven,01/07/2009,238361635,846291627
story,02/07/2009,331196517,436616443
republic,03/07/2009,823113981,850174722
emotion,04/07/2009,503267361,300188070
theory,05/07/2009,318616057,918673421
area,06/07/2009,145155939,201288264
drama,07/07/2009,716959073,834096626
scene,08/07/2009,595337786,88826447
cigarette,09/07/2009,906327556,885449473
device,10/07/2009,879250622,843306825
activity,11/07/2009,328745009,660110299
freedom,12/07/2009,942760514,20874933
hospital,13/07/2009,68829037,385219168
presence,14/07/2009,790491367,989961074
orange,15/07/2009,917489689,294094105
anxiety,16/07/2009,329358209,867165270
lake,17/07/2009,1484838,770230713
alcohol,18/07/2009,831136869,451458139
church,19/07/2009,414887697,948388158
hair,20/07/2009,135092364,745547970
fact,21/07/2009,199291546,594380506
newspaper,22/07/2009,665851092,336061938
actor,23/07/2009,534366762,173283883
attention,24/07/2009,328387155,506144696
goal,25/07/2009,889617250,904400407
truth,26/07/2009,922388519,288475862
leader,27/07/2009,261771346,530274171
event,28/07/2009,721475304,192130136
growth,29/07/2009,669424353,511547630
location,30/07/2009,108634512,557958859
driver,31/07/2009,733874802,58735059
bedroom,01/08/2009,367589971,300791271
hall,02/08/2009,657022520,557909971
reality,03/08/2009,521082400,115903251
attitude,04/08/2009,470579967,809666718
affair,05/08/2009,803212276,644190821
pie,06/08/2009,83019693,463760947
solution,07/08/2009,398973892,84898099
database,08/08/2009,268529900,391368739
message,09/08/2009,100158818,81939526
menu,10/08/2009,821692,715280380
airport,11/08/2009,360117917,485113071
throat,12/08/2009,595206199,31197155
fishing,13/08/2009,52133025,186242649
passenger,14/08/2009,704395850,554562764
guest,15/08/2009,83485251,772618747
promotion,16/08/2009,375775730,183545830
idea,17/08/2009,376959345,751362456
owner,18/08/2009,417006924,109915371
recipe,19/08/2009,482642071,441562313
economics,20/08/2009,176272329,692870247
guest,21/08/2009,805621422,749709590
courage,22/08/2009,915270313,306133256
driver,23/08/2009,841549068,659607278
device,24/08/2009,747973374,336850538
aspect,25/08/2009,586347978,234293279
inspector,26/08/2009,667817903,577035324
trainer,27/08/2009,475079556,233025120
strategy,28/08/2009,2958778,264727557
agency,29/08/2009,444602742,961362410
dealer,30/08/2009,251777025,368571171
love,31/08/2009,82367719,298910869
length,01/09/2009,791874258,83609487
article,02/09/2009,840182659,90406912
writer,03/09/2009,23364993,760754945
apple,04/09/2009,902289636,901933270
employer,05/09/2009,251486233,987469896
emphasis,06/09/2009,784156017,571779327
storage,07/09/2009,140691717,717364957
message,08/09/2009,370440483,405360504
reception,09/09/2009,46990634,512443134
chemistry,10/09/2009,16774262,559239260
fortune,11/09/2009,324249056,608773125
tongue,12/09/2009,963551477,801053187
arrival,13/09/2009,676978173,63410476
historian,14/09/2009,215430511,190983056
queen,15/09/2009,718141373,328768450
editor,16/09/2009,901649005,711225344
church,17/09/2009,735704411,799293053
height,18/09/2009,592522623,776047140
passenger,19/09/2009,2230684,885103286
night,20/09/2009,708142454,607260595
way,21/09/2009,515509270,299653273
basis,22/09/2009,551147260,392092723
system,23/09/2009,96515205,664624232
inflation,24/09/2009,971527654,804402416
road,25/09/2009,20251323,259230377
marketing,26/09/2009,284545031,431507157
chocolate,27/09/2009,206701288,612417128
photo,28/09/2009,344594417,439191405
artisan,29/09/2009,623523821,195073331
lab,30/09/2009,179034020,529287319
clothes,01/10/2009,118166746,858006532
ambition,02/10/2009,263870401,288659453
wood,03/10/2009,307652215,940631222
thought,04/10/2009,397884849,665413704
bonus,05/10/2009,927627731,363952075
awareness,06/10/2009,713402654,778855300
signature,07/10/2009,129198085,248712736
menu,08/10/2009,998586926,287849524
classroom,09/10/2009,238361635,664929078
family,10/10/2009,331196517,768802945
reception,11/10/2009,823113981,272237226
judgment,12/10/2009,503267361,916015426
town,13/10/2009,318616057,719571767
child,14/10/2009,145155939,42786138
session,15/10/2009,716959073,924583326
steak,16/10/2009,595337786,975716213
shirt,17/10/2009,906327556,942470992
video,18/10/2009,879250622,678352809
extent,19/10/2009,328745009,442286777
recipe,20/10/2009,942760514,349870586
dinner,21/10/2009,68829037,473604804
tea,22/10/2009,790491367,827754255
contract,23/10/2009,917489689,276745915
student,24/10/2009,329358209,853329664
heart,25/10/2009,1484838,298934767
potato,26/10/2009,831136869,213904507
topic,27/10/2009,414887697,87888513
math,28/10/2009,135092364,682040517
poetry,29/10/2009,199291546,796326438
studio,30/10/2009,665851092,187843350
internet,31/10/2009,534366762,945286172
guitar,01/11/2009,328387155,631853912
dealer,02/11/2009,889617250,486286699
storage,03/11/2009,922388519,634309073
media,04/11/2009,261771346,990481979
language,05/11/2009,721475304,791950171
ad,06/11/2009,669424353,169107141
mixture,07/11/2009,108634512,660966609
reading,08/11/2009,733874802,291303209
engine,09/11/2009,367589971,503267899
newspaper,10/11/2009,657022520,575424204
bread,13/03/2001,521082400,184521483
breath,14/03/2001,470579967,158841808
dirt,15/03/2001,803212276,845868542
flight,16/03/2001,83019693,158281589
lake,17/03/2001,398973892,969785825
virus,18/03/2001,268529900,778530456
passenger,19/03/2001,100158818,483178030
speech,20/03/2001,821692,397717185
person,21/03/2001,360117917,342604269
sir,22/03/2001,595206199,816784168
artisan,23/03/2001,52133025,440308487
historian,24/03/2001,704395850,268228041
cheek,25/03/2001,83485251,134378980
basket,26/03/2001,375775730,781116439
user,27/03/2001,376959345,231393934
manager,28/03/2001,417006924,781458726
movie,29/03/2001,482642071,741646267
